6,11,29
7,1,15
15,9,4
17,2,19
19,1,17
42,9,0
42,10,26
44,16,1
48,46,11
10,10,10
10,10,11
10,10,12
10,10,13
10,10,14
10,10,15
10,10,16
10,10,17
10,10,18
10,10,19
10,11,10
10,11,11
10,11,12
10,11,13
10,11,14
10,11,15
10,11,16
10,11,17
10,11,18
10,11,19
10,12,10
10,12,11
10,12,12
10,12,13
10,12,14
10,12,15
10,12,16
10,12,17
10,12,19
10,13,10
10,13,11
10,13,13
10,13,14
10,13,15
10,13,16
10,13,17
10,13,18
10,13,19
10,14,10
10,14,11
10,14,12
10,14,13
10,14,14
10,14,15
10,14,16
10,14,17
10,14,18
10,14,19
10,15,10
10,15,11
10,15,12
10,15,13
10,15,14
10,15,15
10,15,16
10,15,17
10,15,18
10,15,19
11,10,10
11,10,11
11,10,12
11,10,13
11,10,14
11,10,15
11,10,16
11,10,17
11,10,18
11,10,19
11,11,10
11,11,11
11,11,12
11,11,13
11,11,14
11,11,15
11,11,16
11,11,17
11,11,18
11,11,19
11,12,10
11,12,11
11,12,12
11,12,13
11,12,14
11,12,15
11,12,16
11,12,17
11,12,18
11,12,19
11,13,10
11,13,11
11,13,12
11,13,13
11,13,14
11,13,15
11,13,16
11,13,17
11,13,18
11,13,19
11,14,10
11,14,11
11,14,12
11,14,13
11,14,14
11,14,15
11,14,16
11,14,17
11,14,18
11,14,19
11,15,10
11,15,11
11,15,12
11,15,13
11,15,14
11,15,15
11,15,16
11,15,17
11,15,18
11,15,19
12,10,10
12,10,11
12,10,12
12,10,13
12,10,14
12,10,15
12,10,16
12,10,17
12,10,18
12,10,19
12,11,10
12,11,11
12,11,12
12,11,13
12,11,14
12,11,15
12,11,16
12,11,17
12,11,18
12,11,19
12,12,10
12,12,11
12,12,12
12,12,13
12,12,14
12,12,15
12,12,16
12,12,17
12,12,18
12,12,19
12,13,10
12,13,11
12,13,12
12,13,13
12,13,14
12,13,15
12,13,16
12,13,17
12,13,18
12,14,10
12,14,11
12,14,12
12,14,13
12,14,15
12,14,16
12,14,17
12,14,18
12,14,19
12,15,10
12,15,11
12,15,12
12,15,13
12,15,14
12,15,15
12,15,16
12,15,17
12,15,18
12,15,19
30,30,30
30,30,32
30,30,33
30,30,34
30,30,36
30,30,39
30,31,30
30,31,31
30,31,36
30,31,40
30,32,33
30,32,35
30,32,36
30,33,33
30,33,35
30,33,36
30,33,38
30,33,39
30,33,40
31,30,31
31,30,35
31,30,37
31,30,38
31,30,39
31,30,40
31,31,30
31,31,31
31,31,33
31,31,34
31,31,35
31,32,31
31,32,33
31,32,34
31,32,35
31,32,37
31,33,30
31,33,31
31,33,32
31,33,33
31,33,34
31,33,35
31,33,36
31,33,38
31,33,39
31,33,40
32,30,30
32,30,31
32,30,32
32,30,33
32,30,35
32,30,36
32,30,39
32,30,40
32,31,30
32,31,32
32,31,34
32,31,39
32,32,30
32,32,32
32,32,34
32,32,36
32,32,38
32,32,39
32,32,40
32,33,30
32,33,32
32,33,33
32,33,35
32,33,38
33,30,31
33,30,34
33,30,35
33,30,36
33,30,40
33,31,30
33,31,32
33,31,33
33,31,36
33,31,40
33,32,30
33,32,31
33,32,33
33,32,34
33,32,35
33,32,39
33,32,40
33,33,34
33,33,35
33,33,37
33,33,39
33,33,40
34,30,36
34,31,30
34,31,31
34,31,35
34,31,37
34,31,39
34,32,30
34,32,32
34,32,33
34,32,34
34,32,35
34,32,39
34,33,31
34,33,33
34,33,35
34,33,36
34,33,37
34,33,40
35,30,30
35,30,31
35,30,35
35,30,38
35,31,30
35,31,33
35,31,34
35,31,38
35,31,40
35,32,33
35,32,34
35,32,36
35,32,37
35,32,38
35,33,31
35,33,33
35,33,35
35,33,38
35,33,39
36,30,32
36,31,31
36,31,33
36,31,34
36,31,36
36,31,37
36,31,40
36,32,31
36,32,33
36,32,37
36,32,38
36,32,39
36,33,31
36,33,32
36,33,33
36,33,36
36,33,37
36,33,39
36,33,40
